MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
458312;ACB - Aparcabicis carril bicicletas;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CARRETERA;CASTILLA;12;20183945;ACB
458315;ACB - Aparcabicis carril bicicletas;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CARRETERA;CASTILLA;12;20183945;ACB
458368;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;;AVENIDA;CAMPO DE CALATRAVA;1;20058653;
458511;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;ALCALA;54;11012723;MU-51
392519;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
393487;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;;;;;MU-51
396932;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;;;;;MU-51
402047;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
409833;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;BRAVO MURILLO;32;11040240;MU-51
415237;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;;;;;MU-51
419039;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;BRAVO MURILLO;32;11040240;MU-51
422654;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
432820;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
441046;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
457472;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;PASEO;PONTONES;8;11008162;MU-51
457475;MU-51 - Soporte de Bicicletas Universal;10;LATINA;103;LUCERO;OPERATIVO;;PASEO;EXTREMADURA;165;11063043;MU-51
457938;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SAN JUSTO;1;11000634;
458653;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;CALLE;PRINCIPE DE VERGARA;283;31021821;MU-38
458654;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;CALLE;PRINCIPE DE VERGARA;283;31021821;MU-38
64088;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;NORAY;13;20047395;MU-51
69316;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;;CALLE;VIRGEN DEL SAGRARIO;22;11109109;MU-51
69318;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;214;TIMON;OPERATIVO;;CALLE;TIMON;20;11141287;MU-51
94480;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;RIAÑO;9;11139933;MU-51
94487;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;214;TIMON;OPERATIVO;;AVENIDA;LOGROÑO;361;20044138;MU-51
94489;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;214;TIMON;OPERATIVO;;CALLE;TIMON;20;11141287;MU-51
94524;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;CONSERVEROS;4;31028746;MU-51
94523;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;ELECTRICISTAS;11;11136060;MU-51
94550;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;129;20151817;MU-51
94557;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;17 A;11139457;MU-51
94559;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;17 A;11139457;MU-51
96872;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;LOPEZ DE HOYOS;327;11117795;MU-51
96875;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;CARRIL DEL CONDE;57;11115457;MU-51
98687;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;MUSAS;5;31016740;MU-51
98689;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;MU-51
98680;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;MUSAS;11;31036005;MU-51
98723;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;ARTURO SORIA;71;20039132;MU-51
98724;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;ARTURO SORIA;71;20039132;MU-51
99113;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;17;11110010;MU-51
372458;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
375361;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
378082;AP-2 - Soporte de bicicletas no Normalizado;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;;;;;AP-2
386131;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
388289;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;;;;;MU-51
413357;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;04/05/2018;CALLE;GARCIA DE PAREDES;37;11041496;MU-51
413484;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
416276;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;;;;;MU-51
422193;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;;;;;MU-51
428344;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;;;;;MU-51
437425;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
437588;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;;;;;MU-51
439644;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
457412;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;LINNEO;31;11008086;MU-51
457415;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;LINNEO;31;11008086;MU-51
457461;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;MAZARREDO;11;31052131;MU-51
457466;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;PASEO;PONTONES;8;11008162;MU-51
457925;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;GALILEO;39;20013552;
457956;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;JOAQUIN DICENTA;1;11032551;
458633;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;;CALLE;DOCTOR MARCO CORERA;2;31052956;MU-38
458634;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;;AVENIDA;ALFONSO XIII;23;11023059;MU-38
458640;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;;CALLE;PADRE DAMIAN;24;31042940;MU-38
458647;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;;AVENIDA;ALFONSO XIII;97;11025068;MU-38
458649;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;;AVENIDA;ALFONSO XIII;97;11025068;MU-38
92974;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;TORQUEMADA;5;31008854;MU-51
92973;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;TORQUEMADA;5;31008854;MU-51
94493;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;215;CORRALEJOS;OPERATIVO;;CALLE;BAHIA DE POLLENSA;5;31011498;MU-51
94530;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;IQUITOS;20;20043518;MU-51
94539;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;CALLE;AUSTRIA;15;20144524;MU-51
94543;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;AVENIDA;SEPTIMA;68;31035029;MU-51
94537;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;CALLE;AUSTRIA;15;20144524;MU-51
94544;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;AVENIDA;SEPTIMA;68;31035029;MU-51
96326;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;RAMIREZ DE ARELLANO;35;31039275;MU-51
96328;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;RAMIREZ DE ARELLANO;35;31039275;MU-51
96868;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;RICARDO SAN JUAN;2;31034365;MU-51
98693;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;MU-51
98694;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;MU-51
98730;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;MARQUES DE PORTUGALETE;13;11111148;MU-51
99109;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;17;11110010;MU-51
380628;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
388344;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;;;;;MU-51
391285;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;013;CORTES;OPERATIVO;;PLAZA;SANTA ANA;16;31048970;MU-51
393530;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
398074;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
399794;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
410378;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
412514;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
458486;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;;CALLE;PADILLA;1;11019862;MU-38
458488;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;;CALLE;PADILLA;1;11019862;MU-38
458522;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;ALFONSO XII;14;11012745;MU-51
458525;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;ALFONSO XII;14;11012745;MU-51
458551;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;PLAZA;INDEPENDENCIA;10;11012759;MU-51
458556;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;RUIZ DE ALARCON;27;11012952;MU-51
458558;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;RUIZ DE ALARCON;27;11012952;MU-51
73180;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;TORQUEMADA;5;31008854;MU-51
73187;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CAMINO;MONTORO;6;31015032;MU-51
98258;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;ALCALA;629;20052950;MU-51
98381;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;INFANTA CATALINA MICAELA;37;31030434;MU-51
98386;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;OÑA;183;11122461;MU-51
113784;ACB - Aparcabicis carril bicicletas;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;SAN VENANCIO;34;31006300;ACB
113783;ACB - Aparcabicis carril bicicletas;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;MEQUINENZA;24;11137189;ACB
362929;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;;;;;MU-51
386233;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
386390;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
393022;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;;;;;MU-51
398988;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;013;CORTES;OPERATIVO;;;;;;MU-51
400323;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;ISABEL II;6;31026055;MU-51
404591;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
405472;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
423516;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
424966;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;ISABEL II;8;20003836;MU-51
429616;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
436709;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
457703;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;097;ARAVACA;OPERATIVO;;AVENIDA;GALAXIA;2;11056924;
457704;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;097;ARAVACA;OPERATIVO;;;;;;
458352;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;;CALLE;MONASTERIO DE EL PAULAR;140;31025800;
458355;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;032;ADELFAS;OPERATIVO;;CALLE;CERRO DE LA PLATA;4;20118541;MU-51
458481;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;MONTALBAN;3;11012789;MU-51
60405;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ANGEL LUIS DE LA HERRAN;42;31016199;MU-51
73163;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;AREQUIPA;1;31049247;MU-51
76192;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;5;20094448;MU-51
98365;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;MAR DE LAS ANTILLAS;6;31006471;MU-51
98362;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;MAR DE LAS ANTILLAS;6;31006471;MU-51
98561;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;MU-51
98568;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;MU-51
98566;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;MU-51
109154;AP-5 - Soporte de bicicletas no Normalizado;16;HORTALEZA;161;PALOMAS;OPERATIVO;;CALLE;GUADALAJARA;46;31052484;ACB
113760;ACB - Aparcabicis carril bicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;EUTERPE;27;31007808;ACB
113767;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;ARCAUTE;4;20090507;ACB
113769;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;SAMANIEGO;12;11136472;ACB
297356;MU-51 - Soporte de Bicicletas Universal;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;PASEO;FEDERICO GARCIA LORCA;12;11130433;MU-51
314153;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;MU-51
380947;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
392685;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
398918;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
423586;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;066;BERRUGUETE;OPERATIVO;;;;;;MU-51
425481;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;MU-51
458261;MU-38 - Soporte bicicletas;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;PASEO;FLORIDA;4;20106554;
458266;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
458268;MU-38 - Soporte bicicletas;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;PASEO;FLORIDA;4;20106554;
458411;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;AVENIDA;PIO XII;11;11026265;MU-38
458416;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;CALLE;FELIX BOIX;2;11025674;MU-51
458418;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;CALLE;DRACENA;29;11026872;MU-38
458462;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;051;EL VISO;OPERATIVO;;AVENIDA;CONCHA ESPINA;32;11021069;MU-38
72244;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;NIZA;8;31031992;MU-51
72243;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;NIZA;8;31031992;MU-51
73203;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;213;CASCO H.BARAJAS;OPERATIVO;;CALLE;ORION;3;11140690;MU-51
84148;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;AMARA;4;11111214;MU-51
96880;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;PLAZA;NUESTRA SEÑORA DEL TRANSITO;12;11116399;MU-51
98672;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;CALLE;SANTA FELICIDAD;9;11103802;MU-51
7099393;AP-2 - Soporte de bicicletas no Normalizado;04;SALAMANCA;041;RECOLETOS;OPERATIVO;04/05/2020;PLAZA;CIBELES;4;11013657;AP-2
367112;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;PALOMA;39;20105817;MU-51
321046;ACB - Aparcabicis carril bicicletas;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;104;31036026;ACB
368290;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;;;;;MU-51
372377;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
372994;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
373343;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;SAN MARTIN;1;11007884;MU-51
374473;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
383738;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
387623;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
391924;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;;;;;MU-51
410390;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
423745;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
430583;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;;;;;MU-51
437850;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;46;11004423;MU-51
438142;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
457480;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;023;CHOPERA;OPERATIVO;;PASEO;CHOPERA;14;31031771;MU-51
457487;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;PASEO;VIRGEN DEL PUERTO;65;31062612;MU-51
457489;MU-51 - Soporte de Bicicletas Universal;10;LATINA;103;LUCERO;OPERATIVO;;CALLE;CASTROSERNA;4;31017760;
457550;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;022;ACACIAS;OPERATIVO;;CALLE;CAOBA;6;20129132;MU-51
457557;MU-51 - Soporte de Bicicletas Universal;10;LATINA;102;PUERTA DEL ANGEL;OPERATIVO;;PLAZA;PUERTA DEL ANGEL;4;11068830;
457559;MU-51 - Soporte de Bicicletas Universal;10;LATINA;102;PUERTA DEL ANGEL;OPERATIVO;;PLAZA;PUERTA DEL ANGEL;4;11068830;
457813;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;PLAZA;CRISTO REY;5;31011243;
457814;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;BUSTAMANTE;20;31001897;MU-51
457867;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;PARQUE;MADRID RIO;750;31049427;MU-51
88070;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;70;11107252;MU-51
98493;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;161;PALOMAS;OPERATIVO;;GLORIETA;MAR CARIBE;5;31049487;MU-51
98494;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;161;PALOMAS;OPERATIVO;;GLORIETA;MAR CARIBE;5;31049487;MU-51
109171;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CARRETERA;ESTACION DE HORTALEZA;18;31041861;ACB
109176;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;SANTA VIRGILIA;19;31050802;ACB
109178;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;SANTA VIRGILIA;19;31050802;ACB
369641;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
343486;MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;VALLE DE TOBALINA;52;20079078;MU-51
